RentalID,VehicleID,LocationID,ReturnLocationID,StartDate,EndDate,ActualReturnDate,RentalDays,DailyRate,TotalAmount,Status,BookingDate,CustomerType,PaymentStatus,DiscountAmount,TaxAmount,InsuranceAmount,ExtraFees,CreatedDate,ModifiedDate
11606,11,5,5,2023-04-20,2023-04-21,NULL,2,557.67,1115.34,Completed,2023-04-18 00:00:00.0000000,Individual,Paid,0.00,299.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11607,42,4,20,2023-08-30,2023-09-01,NULL,3,2331.03,6993.08,Completed,2023-08-14 00:00:00.0000000,Corporate,Paid,611.64,1274.25,0.00,163.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11608,8,2,2,2021-08-02,2021-08-04,NULL,3,565.74,1697.22,Completed,2021-07-29 00:00:00.0000000,Individual,Paid,0.00,336.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11609,28,4,4,2021-08-12,2021-08-12,NULL,1,490.14,490.14,Cancelled,2021-08-11 00:00:00.0000000,Individual,Paid,3.89,97.25,70.02,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11610,47,3,3,2022-05-11,2022-05-11,NULL,1,293.88,293.88,Completed,2022-05-05 00:00:00.0000000,Corporate,Paid,0.00,67.25,0.00,55.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11611,24,4,4,2020-08-16,2020-08-16,NULL,1,1962.31,1962.31,Completed,2020-08-14 00:00:00.0000000,Government,Paid,0.00,412.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11612,27,3,3,2021-03-24,2021-03-24,NULL,1,221.09,221.09,Cancelled,2021-03-22 00:00:00.0000000,Individual,Paid,0.00,72.25,43.35,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11613,12,5,5,2023-07-19,2023-07-20,NULL,2,879.60,1759.20,No Show,2023-07-02 00:00:00.0000000,Individual,Paid,0.00,309.50,235.22,178.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11614,6,7,7,2024-03-05,2024-03-05,NULL,1,339.15,339.15,Completed,2024-03-02 00:00:00.0000000,Individual,Paid,0.00,99.75,51.87,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11615,40,6,6,2022-03-18,2022-03-18,NULL,1,637.12,637.12,Completed,2022-02-12 00:00:00.0000000,Individual,Paid,0.00,197.25,0.00,161.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11616,15,6,6,2024-09-20,2024-09-22,NULL,3,838.80,2516.40,Cancelled,2024-09-13 00:00:00.0000000,Individual,Paid,41.94,524.25,356.49,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11617,47,3,3,2021-03-20,2021-03-22,NULL,3,205.79,617.36,Completed,2021-03-01 00:00:00.0000000,Individual,Paid,0.00,201.75,104.91,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11618,2,1,1,2022-10-11,2022-10-11,NULL,1,284.05,284.05,Completed,2022-09-22 00:00:00.0000000,Individual,Paid,0.00,74.75,35.88,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11619,32,5,45,2025-04-23,2025-04-23,NULL,1,822.68,822.68,Completed,2025-04-06 00:00:00.0000000,Corporate,Paid,0.00,212.25,152.82,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11620,22,4,4,2023-12-27,2023-12-27,NULL,1,1410.32,1410.32,Completed,2023-12-10 00:00:00.0000000,Corporate,Paid,0.00,399.75,271.83,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11621,50,1,1,2022-08-15,2022-08-16,NULL,2,770.07,1540.14,Completed,2022-08-05 00:00:00.0000000,Corporate,Paid,0.00,289.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11622,24,7,60,2021-10-01,2021-10-06,NULL,6,1484.10,8904.60,Cancelled,2021-09-28 00:00:00.0000000,Government,Paid,0.00,2473.50,1681.98,192.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11623,30,1,1,2022-10-28,2022-10-29,NULL,2,597.55,1195.10,Completed,2022-10-08 00:00:00.0000000,Individual,Paid,0.00,314.50,125.80,242.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11624,35,6,6,2021-12-25,2021-12-26,NULL,2,971.19,1942.38,Completed,2021-12-07 00:00:00.0000000,Corporate,Paid,0.00,599.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11625,11,3,3,2024-04-01,2024-04-02,NULL,2,569.05,1138.10,Completed,2024-03-24 00:00:00.0000000,Individual,Paid,0.00,299.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11626,36,3,3,2024-01-17,2024-01-22,NULL,6,489.30,2935.80,Completed,2024-01-13 00:00:00.0000000,Individual,Paid,41.94,1048.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11627,48,3,3,2023-05-22,2023-05-24,NULL,3,551.10,1653.31,Completed,2023-05-16 00:00:00.0000000,Individual,Paid,29.34,366.75,0.00,145.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11628,19,6,6,2023-01-24,2023-01-24,NULL,1,671.59,671.59,Completed,2023-01-14 00:00:00.0000000,Individual,Paid,0.00,244.75,127.27,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11629,3,1,1,2022-12-08,2022-12-08,NULL,1,247.10,247.10,Completed,2022-11-02 00:00:00.0000000,Corporate,Paid,0.00,72.25,34.68,52.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11630,22,4,4,2024-11-09,2024-11-09,NULL,1,1279.20,1279.20,Completed,2024-10-07 00:00:00.0000000,Corporate,Paid,0.00,399.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11631,31,3,3,2025-01-25,2025-01-25,NULL,1,570.49,570.49,Completed,2025-01-20 00:00:00.0000000,Individual,Refunded,0.00,199.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11632,18,2,2,2021-06-08,2021-06-08,NULL,1,1153.04,1153.04,Completed,2021-06-03 00:00:00.0000000,Individual,Refunded,0.00,237.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11633,24,6,6,2021-10-02,2021-10-02,NULL,1,1484.10,1484.10,Completed,2021-09-08 00:00:00.0000000,Corporate,Refunded,197.88,412.25,296.82,80.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11634,44,2,57,2024-05-16,2024-05-18,NULL,3,1378.85,4136.55,Completed,2024-05-06 00:00:00.0000000,Individual,Paid,0.00,899.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11635,16,1,1,2024-10-02,2024-10-14,NULL,13,899.00,11687.00,Completed,2024-10-01 00:00:00.0000000,Corporate,Paid,1636.18,2921.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11636,34,5,5,2023-09-05,2023-09-06,NULL,2,974.90,1949.81,Cancelled,2023-09-02 00:00:00.0000000,Government,Paid,0.00,414.50,198.96,180.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11637,16,2,2,2022-12-21,2022-12-23,NULL,3,768.65,2305.94,Completed,2022-11-27 00:00:00.0000000,Corporate,Paid,0.00,674.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11638,21,6,6,2020-09-29,2020-09-29,NULL,1,1528.98,1528.98,Cancelled,2020-09-25 00:00:00.0000000,Corporate,Paid,119.92,374.75,209.86,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11639,39,2,2,2025-07-12,2025-07-13,NULL,2,1359.20,2718.40,Completed,2025-06-26 00:00:00.0000000,Individual,Paid,18.38,459.50,220.56,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11640,2,3,3,2024-03-22,2024-03-23,NULL,2,254.15,508.30,Cancelled,2024-03-12 00:00:00.0000000,Corporate,Paid,83.72,149.50,71.76,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11641,19,2,35,2022-02-02,2022-02-02,NULL,1,697.54,697.54,Completed,2022-01-14 00:00:00.0000000,Corporate,Paid,0.00,244.75,146.85,201.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11642,44,2,2,2023-06-25,2023-06-27,NULL,3,1586.28,4758.83,Completed,2023-06-23 00:00:00.0000000,Individual,Paid,0.00,899.25,683.43,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11643,32,2,15,2020-07-26,2020-07-27,NULL,2,1046.39,2092.79,Completed,2020-07-24 00:00:00.0000000,Individual,Paid,0.00,424.50,169.80,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11644,1,4,73,2024-07-21,2024-07-22,NULL,2,433.55,867.10,Completed,2024-07-18 00:00:00.0000000,Government,Paid,0.00,149.50,101.66,217.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11645,3,3,3,2022-01-10,2022-01-19,NULL,10,192.19,1921.85,Cancelled,2021-12-31 00:00:00.0000000,Individual,Paid,0.00,722.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11646,38,2,2,2022-08-23,2022-08-23,NULL,1,1262.17,1262.17,Completed,2022-07-28 00:00:00.0000000,Individual,Paid,0.00,237.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11647,11,2,2,2023-08-12,2023-08-12,NULL,1,821.83,821.83,Completed,2023-08-06 00:00:00.0000000,Corporate,Paid,0.00,149.75,101.83,247.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11648,4,3,3,2024-07-06,2024-07-06,NULL,1,462.55,462.55,Completed,2024-06-21 00:00:00.0000000,Corporate,Paid,0.00,79.75,44.66,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11649,9,4,4,2025-06-18,2025-06-19,NULL,2,659.58,1319.17,Completed,2025-05-29 00:00:00.0000000,Individual,Paid,0.00,239.50,105.38,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11650,31,1,1,2024-02-15,2024-02-15,NULL,1,599.25,599.25,No Show,2024-02-02 00:00:00.0000000,Individual,Paid,0.00,199.75,119.85,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11651,38,3,3,2021-10-24,2021-10-28,NULL,5,854.10,4270.50,Completed,2021-10-17 00:00:00.0000000,Government,Paid,0.00,1186.25,854.10,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11652,22,1,1,2025-05-18,2025-05-19,NULL,2,1875.63,3751.25,Completed,2025-05-14 00:00:00.0000000,Corporate,Paid,0.00,799.50,0.00,83.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11653,32,3,3,2021-08-27,2021-08-28,NULL,2,1069.74,2139.48,Completed,2021-08-17 00:00:00.0000000,Individual,Refunded,0.00,424.50,305.64,208.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11654,13,1,1,2020-03-30,2020-03-31,NULL,2,468.90,937.81,Completed,2020-02-29 00:00:00.0000000,Individual,Paid,0.00,324.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11655,1,3,3,2023-01-16,2023-01-18,NULL,3,205.11,615.34,Completed,2023-01-05 00:00:00.0000000,Individual,Paid,0.00,224.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11656,13,1,1,2022-10-28,2022-10-29,NULL,2,616.55,1233.10,Completed,2022-10-19 00:00:00.0000000,Government,Paid,51.92,324.50,181.72,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11657,24,6,33,2022-06-04,2022-06-05,NULL,2,2114.84,4229.69,Completed,2022-06-03 00:00:00.0000000,Individual,Paid,0.00,824.50,626.62,196.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11658,25,1,1,2020-03-22,2020-03-23,NULL,2,1372.03,2744.06,Completed,2020-03-15 00:00:00.0000000,Individual,Refunded,0.00,949.50,645.66,157.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11659,46,1,1,2023-12-23,2023-12-25,NULL,3,254.90,764.69,Completed,2023-11-03 00:00:00.0000000,Corporate,Paid,0.00,216.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11660,38,4,4,2023-07-18,2023-07-19,NULL,2,1348.53,2697.06,Completed,2023-07-17 00:00:00.0000000,Individual,Paid,75.92,474.50,322.66,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11661,37,3,3,2021-02-27,2021-03-01,NULL,3,606.83,1820.48,Completed,2021-02-16 00:00:00.0000000,Corporate,Paid,107.88,674.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11662,39,3,3,2020-07-21,2020-07-23,NULL,3,1132.67,3398.00,Completed,2020-06-14 00:00:00.0000000,Government,Paid,0.00,689.25,275.70,81.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11663,1,3,3,2024-04-30,2024-04-30,NULL,1,284.05,284.05,Completed,2024-04-26 00:00:00.0000000,Individual,Paid,0.00,74.75,29.90,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11664,36,2,2,2022-02-21,2022-02-26,NULL,6,498.04,2988.23,Completed,2022-02-08 00:00:00.0000000,Individual,Paid,83.88,1048.50,629.10,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11665,28,4,4,2020-05-09,2020-05-10,NULL,2,380.25,760.50,Completed,2020-04-25 00:00:00.0000000,Individual,Paid,0.00,194.50,124.48,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11666,36,1,1,2023-04-09,2023-04-13,NULL,5,650.77,3253.85,Completed,2023-03-07 00:00:00.0000000,Individual,Paid,0.00,873.75,559.20,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11667,3,2,2,2021-03-15,2021-03-15,NULL,1,221.09,221.09,Completed,2021-02-25 00:00:00.0000000,Individual,Paid,0.00,72.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11668,19,1,1,2020-08-26,2020-09-05,NULL,11,1165.01,12815.11,Completed,2020-08-20 00:00:00.0000000,Individual,Paid,0.00,2692.25,0.00,247.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11669,11,2,2,2023-09-16,2023-09-16,NULL,1,704.42,704.42,Completed,2023-09-12 00:00:00.0000000,Individual,Paid,0.00,149.75,71.88,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11670,36,2,2,2023-08-07,2023-08-07,NULL,1,959.03,959.03,Completed,2023-07-31 00:00:00.0000000,Individual,Paid,0.00,174.75,76.89,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11671,2,1,1,2023-08-12,2023-08-12,NULL,1,410.23,410.23,Completed,2023-08-08 00:00:00.0000000,Individual,Paid,0.00,74.75,41.86,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11672,17,3,3,2022-03-03,2022-03-03,NULL,1,742.09,742.09,Cancelled,2022-02-19 00:00:00.0000000,Individual,Paid,0.00,229.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11673,17,3,3,2023-07-10,2023-07-10,NULL,1,1305.90,1305.90,Completed,2023-06-25 00:00:00.0000000,Individual,Refunded,0.00,229.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11674,12,2,57,2023-07-02,2023-07-02,NULL,1,879.60,879.60,Completed,2023-05-30 00:00:00.0000000,Corporate,Paid,43.33,154.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11675,22,5,5,2020-03-23,2020-03-24,NULL,2,1155.28,2310.56,Completed,2020-03-18 00:00:00.0000000,Individual,Refunded,0.00,799.50,415.74,81.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11676,2,3,36,2022-11-14,2022-11-15,NULL,2,227.24,454.48,Completed,2022-11-11 00:00:00.0000000,Corporate,Paid,0.00,149.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11677,40,3,3,2024-04-28,2024-04-29,NULL,2,749.55,1499.10,Completed,2024-03-20 00:00:00.0000000,Corporate,Paid,110.46,394.50,173.58,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11678,36,3,3,2022-07-01,2022-07-01,NULL,1,962.87,962.87,Completed,2022-06-19 00:00:00.0000000,Individual,Refunded,0.00,174.75,125.82,126.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11679,22,4,4,2023-06-14,2023-06-18,NULL,5,2115.48,10577.39,Completed,2023-05-22 00:00:00.0000000,Individual,Paid,0.00,1998.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11680,11,2,2,2021-10-02,2021-10-02,NULL,1,539.10,539.10,Completed,2021-09-12 00:00:00.0000000,Individual,Paid,0.00,149.75,77.87,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11681,34,3,38,2021-07-10,2021-07-11,NULL,2,1081.85,2163.69,Completed,2021-06-20 00:00:00.0000000,Corporate,Paid,215.54,414.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11682,41,5,5,2021-04-17,2021-04-17,NULL,1,1196.15,1196.15,Cancelled,2021-03-13 00:00:00.0000000,Individual,Paid,0.00,349.75,209.85,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11683,34,7,7,2020-06-23,2020-06-24,NULL,2,951.28,1902.56,Completed,2020-06-02 00:00:00.0000000,Individual,Paid,0.00,414.50,265.28,119.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11684,30,2,2,2022-09-17,2022-09-17,NULL,1,717.06,717.06,Cancelled,2022-07-22 00:00:00.0000000,Individual,Paid,0.00,157.25,119.51,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11685,5,4,4,2024-09-21,2024-09-23,NULL,3,358.80,1076.40,Completed,2024-09-17 00:00:00.0000000,Corporate,Paid,71.76,224.25,125.58,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11686,38,2,2,2023-05-23,2023-05-23,NULL,1,1069.52,1069.52,Cancelled,2023-05-09 00:00:00.0000000,Government,Paid,0.00,237.25,113.88,237.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11687,49,1,1,2024-09-05,2024-09-07,NULL,3,634.80,1904.40,Completed,2024-09-01 00:00:00.0000000,Individual,Paid,0.00,396.75,269.79,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11688,48,1,1,2025-06-18,2025-06-19,NULL,2,673.35,1346.71,Completed,2025-06-08 00:00:00.0000000,Individual,Paid,0.00,244.50,127.14,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11689,7,2,2,2023-02-07,2023-02-08,NULL,2,337.37,674.73,Completed,2023-01-30 00:00:00.0000000,Individual,Paid,0.00,229.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11690,25,6,6,2024-07-30,2024-07-31,NULL,2,2753.55,5507.10,Cancelled,2024-07-25 00:00:00.0000000,Individual,Paid,0.00,949.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11691,12,4,4,2021-09-19,2021-09-19,NULL,1,668.52,668.52,Completed,2021-08-22 00:00:00.0000000,Individual,Refunded,0.00,154.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11692,1,4,4,2023-07-16,2023-07-17,NULL,2,424.88,849.76,Completed,2023-07-14 00:00:00.0000000,Corporate,Paid,0.00,149.50,107.64,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11693,6,1,1,2024-06-25,2024-06-25,NULL,1,538.65,538.65,Completed,2024-06-05 00:00:00.0000000,Government,Paid,0.00,99.75,59.85,206.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11694,8,2,2,2020-09-02,2020-09-02,NULL,1,457.98,457.98,Cancelled,2020-07-25 00:00:00.0000000,Individual,Paid,0.00,112.25,76.33,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11695,49,1,31,2023-10-28,2023-11-01,NULL,5,518.42,2592.10,Completed,2023-10-24 00:00:00.0000000,Individual,Paid,0.00,661.25,343.85,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11696,44,4,4,2023-04-09,2023-04-11,NULL,3,1116.27,3348.81,Completed,2023-04-06 00:00:00.0000000,Corporate,Paid,0.00,899.25,395.67,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11697,47,5,5,2020-12-09,2020-12-11,NULL,3,205.79,617.36,Completed,2020-11-23 00:00:00.0000000,Individual,Paid,24.21,201.75,137.19,215.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11698,1,5,30,2025-03-12,2025-03-12,NULL,1,259.23,259.23,Completed,2025-03-08 00:00:00.0000000,Individual,Paid,8.97,74.75,38.87,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11699,32,1,1,2024-09-07,2024-09-08,NULL,2,1018.80,2037.60,Completed,2024-08-31 00:00:00.0000000,Individual,Paid,50.94,424.50,0.00,214.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11700,3,3,3,2021-11-24,2021-11-24,NULL,1,208.08,208.08,Cancelled,2021-11-04 00:00:00.0000000,Corporate,Refunded,0.00,72.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11701,35,4,4,2024-10-07,2024-10-07,NULL,1,1199.00,1199.00,Completed,2024-09-01 00:00:00.0000000,Corporate,Paid,0.00,299.75,179.85,134.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11702,24,4,4,2023-06-16,2023-06-22,NULL,7,2181.63,15271.39,Completed,2023-05-11 00:00:00.0000000,Individual,Paid,0.00,2885.75,1154.30,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11703,39,5,5,2025-02-15,2025-02-17,NULL,3,703.04,2109.11,Completed,2025-02-14 00:00:00.0000000,Individual,Paid,0.00,689.25,358.41,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11704,10,4,4,2020-10-04,2020-10-05,NULL,2,364.65,729.30,Cancelled,2020-10-02 00:00:00.0000000,Individual,Paid,0.00,214.50,137.28,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11705,27,4,4,2023-11-26,2023-11-27,NULL,2,226.58,453.15,Completed,2023-11-17 00:00:00.0000000,Government,Refunded,0.00,144.50,109.82,109.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11706,33,3,3,2020-04-30,2020-05-02,NULL,3,709.79,2129.38,Completed,2020-04-11 00:00:00.0000000,Government,Paid,0.00,659.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11707,17,6,6,2024-06-03,2024-06-04,NULL,2,1240.65,2481.30,Completed,2024-05-22 00:00:00.0000000,Individual,Paid,36.76,459.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11708,20,3,3,2023-05-13,2023-05-13,NULL,1,1238.57,1238.57,Completed,2023-04-23 00:00:00.0000000,Individual,Paid,0.00,274.75,208.81,159.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11709,48,6,15,2024-03-15,2024-03-17,NULL,3,415.65,1246.95,Completed,2024-03-13 00:00:00.0000000,Government,Paid,44.01,366.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11710,18,3,3,2024-08-25,2024-08-25,NULL,1,1328.60,1328.60,Completed,2024-07-21 00:00:00.0000000,Corporate,Paid,0.00,237.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11711,21,2,2,2024-10-25,2024-10-25,NULL,1,1499.00,1499.00,Completed,2024-08-29 00:00:00.0000000,Corporate,Paid,119.92,374.75,224.85,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11712,37,2,2,2024-01-30,2024-02-01,NULL,3,629.30,1887.90,Completed,2024-01-20 00:00:00.0000000,Individual,Paid,107.88,674.25,458.49,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11713,33,4,4,2022-04-11,2022-04-13,NULL,3,793.30,2379.89,Completed,2022-04-04 00:00:00.0000000,Corporate,Paid,0.00,659.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11714,4,7,7,2024-08-08,2024-08-09,NULL,2,446.60,893.20,Completed,2024-07-28 00:00:00.0000000,Corporate,Paid,89.32,159.50,102.08,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11715,28,2,2,2024-05-05,2024-05-06,NULL,2,447.35,894.70,Completed,2024-04-14 00:00:00.0000000,Corporate,Paid,77.80,194.50,77.80,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11716,19,3,3,2022-03-29,2022-03-29,NULL,1,790.54,790.54,Completed,2022-03-25 00:00:00.0000000,Individual,Paid,0.00,244.75,0.00,102.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11717,11,4,4,2023-10-19,2023-10-25,NULL,7,587.02,4109.14,Completed,2023-10-08 00:00:00.0000000,Government,Paid,0.00,1048.25,461.23,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11718,1,6,6,2023-08-29,2023-08-31,NULL,3,410.23,1230.68,Cancelled,2023-08-14 00:00:00.0000000,Individual,Paid,0.00,224.25,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11719,19,2,2,2024-11-11,2024-11-12,NULL,2,783.20,1566.40,Completed,2024-10-28 00:00:00.0000000,Corporate,Paid,0.00,489.50,234.96,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11720,14,3,3,2020-12-17,2020-12-18,NULL,2,519.44,1038.87,Completed,2020-11-08 00:00:00.0000000,Individual,Refunded,54.32,339.50,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11721,41,5,5,2023-02-13,2023-02-13,NULL,1,1028.27,1028.27,Completed,2023-02-06 00:00:00.0000000,Individual,Paid,0.00,349.75,0.00,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
11722,10,5,5,2023-03-22,2023-03-23,NULL,2,357.36,714.71,Cancelled,2023-03-18 00:00:00.0000000,Individual,Paid,0.00,214.50,163.02,0.00,2026-02-18 20:51:58.9666667,2026-02-18 20:51:58.9666667
